ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Bcep78virus NA,1,8,1,2,3,0,1,0,5,2,4,0,1,1,2,1,3,2,0,2,1,4
Xanthomonas virus OP2,0,2,3,0,0,13,1,0,5,0,12,0,2,2,0,1,5,1,0,2,0,3
Burkholderia virus phiE255,0,0,0,0,0,0,0,0,3,0,1,2,0,1,1,1,1,0,0,0,0,0
Aeromonas virus 44RR2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Mycobacterium phage Dandelion,0,3,0,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,23,0,2
Mycobacterium phage Gizmo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mycobacterium phage I3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mycobacterium phage Lukilu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage MoMoMixon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mycobacterium phage Nappy,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Mycobacterium phage Pio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mycobacterium phage Rizal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Sebata,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bxz1virus NA,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter virus CC31,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0
Enterobacter virus PG7,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Cc31virus NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Campylobacter virus CP21,2,1,3,4,2,8,0,1,1,0,8,1,5,7,0,0,0,0,2,3,0,2
Campylobacter virus CP220,1,1,0,1,1,0,1,2,2,2,4,1,0,0,0,0,0,0,0,3,0,0
Campylobacter virus CPt10,2,1,0,0,0,0,0,0,1,1,1,0,2,0,1,1,8,0,4,1,0,3
Campylobacter virus IBB35,3,6,2,0,0,2,0,0,2,1,12,0,2,1,0,0,0,1,7,5,0,3
Cp220virus NA,9,7,7,23,20,4,3,5,5,21,37,6,13,10,3,15,13,0,32,11,2,10
Bacillus virus CP51,0,1,1,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,2,8,0,1
Bacillus virus JL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0
Bacillus virus Shanette,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cp51virus NA,0,1,3,1,0,0,1,1,1,0,2,0,0,0,1,1,1,11,0,14,0,5
Campylobacter virus CP30A,1,1,0,0,1,0,0,1,2,0,0,0,1,3,0,0,2,0,0,0,0,2
Campylobacter virus CP81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cp8virus NA,1,6,0,8,3,0,0,2,1,2,1,0,0,0,4,2,1,0,1,4,0,2
Cronobacter virus CR3,0,3,0,3,3,0,4,0,2,0,3,0,0,3,0,0,0,0,0,0,0,2
Cronobacter virus CR8,0,0,0,0,0,9,0,0,11,0,0,0,0,1,2,0,0,1,0,0,2,0
Cronobacter virus CR9,3,11,4,0,0,2,9,11,6,0,16,20,3,43,7,1,0,0,4,3,1,8
Cronobacter virus PBES02,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Cr3virus NA,25,26,127,15,8,29,4,28,32,3,45,140,4,114,11,5,7,7,8,47,1,38
Pectobacterium virus phiTE,8,39,13,5,19,6,98,21,30,5,69,58,7,129,5,2,9,5,11,12,8,134
Escherichia virus CVM10,3,0,3,1,1,1,7,5,0,0,4,8,0,9,1,2,0,5,4,5,3,4
Escherichia virus ep3,1,3,2,2,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cvm10virus NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Erwinia virus M7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0
Pseudomonas virus EL,15,12,27,15,5,10,3,9,17,11,37,19,10,3,10,14,12,5,23,25,4,13
Erwinia virus Ea214,2,4,3,1,0,0,3,6,1,0,3,1,0,0,0,0,1,4,1,2,8,0
Escherichia virus AYO145A,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
Escherichia virus EC6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Escherichia virus HY02,0,0,1,0,0,0,0,2,5,0,0,9,0,1,0,0,0,0,0,0,2,0
Escherichia virus JH2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia virus VpaE1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
Escherichia virus wV8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Felixo1virus NA,0,1,0,1,0,0,0,1,0,0,2,0,0,5,0,0,1,0,2,0,0,1
Salmonella virus FelixO1,0,2,1,0,0,0,0,0,1,1,1,0,1,2,0,0,2,1,0,1,4,5
Salmonella virus HB2014,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
Salmonella virus Mushroom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salmonella virus UAB87,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,4,1,2,1,0,0
Halomonas phage phiHAP-1,2,3,7,3,0,3,0,4,3,1,3,0,0,5,1,3,4,1,1,5,1,3
Vibrio phage VP882,16,17,14,10,7,58,7,23,25,4,3,11,3,27,11,22,17,7,1,27,9,24
Aeromonas virus phiO18P,8,8,35,9,0,0,2,13,0,7,1,12,1,14,13,13,11,2,10,3,2,12
Klebsiella virus JD18,2,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
Klebsiella virus PKO111,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Jd18virus NA,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia virus IME08,0,0,3,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,2,1,0
Escherichia virus JS10,0,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
Escherichia virus VR5,0,2,2,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
Kayvirus NA,2,7,3,0,1,3,0,1,2,0,7,1,0,0,0,1,7,1,2,1,0,0
Staphylococcus virus JD7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus virus MCE2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Staphylococcus virus Rodi,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0
Staphylococcus virus SA12,0,3,1,0,1,2,2,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0
Enterobacter virus Eap3,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Klebsiella virus KP15,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Klebsiella virus KP27,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
Klebsiella virus Matisse,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella virus Miro,0,1,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Kp15virus NA,0,2,4,1,1,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,1,6
Kpp10virus NA,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,3,0,0
Pseudomonas virus Ab03,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0
Pseudomonas virus PAKP3,0,3,0,1,0,2,1,0,2,0,14,2,0,0,1,0,0,0,1,3,0,18
M12virus NA,0,5,0,1,14,6,0,1,6,1,2,0,0,0,0,0,0,1,1,7,0,2
Sinorhizobium virus M12,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
Sinorhizobium virus M7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Sinorhizobium virus N3,1,10,4,2,18,0,0,0,10,2,15,1,0,0,2,0,0,3,2,13,0,2
Arthrobacter virus Brent,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Arthrobacter virus Jawnski,0,0,0,1,0,0,2,0,5,0,0,0,0,1,0,0,0,1,0,1,0,0
Marthavirus NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Citrobacter phage Michonne,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Citrobacter virus Mordin,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Mooglevirus NA,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,2,0,2,0,1,0,0
Citrobacter virus Merlin,0,1,2,1,0,0,1,1,2,0,7,0,0,0,2,0,0,2,1,0,0,1
Citrobacter virus Moon,2,2,0,1,0,0,0,5,0,0,3,3,2,0,1,0,2,1,0,1,1,0
Moonvirus NA,0,3,1,2,0,0,0,2,1,1,3,2,0,5,4,0,1,2,1,2,2,6
Edwardsiella virus MSW3,3,4,0,0,4,2,3,0,20,1,14,18,1,9,3,0,4,2,2,4,0,13
Edwardsiella virus PEi21,3,7,4,2,0,4,3,2,13,1,10,31,0,11,5,3,1,0,0,3,1,15
Msw3virus NA,4,12,6,5,1,79,7,4,49,3,20,56,2,36,9,5,3,2,2,9,0,65
Escherichia virus Mu,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Halobacterium virus phiH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus phage AcaML1,13,2,0,5,3,0,6,1,1,5,3,7,4,6,3,11,6,2,2,0,1,3
Acinetobacter bacteriophage AP22,5,10,13,0,0,0,4,7,11,1,17,9,3,5,3,2,8,0,3,8,3,16
Acinetobacter phage AB1,0,9,5,0,3,0,4,8,3,1,11,8,2,5,1,3,4,1,3,8,3,11
Acinetobacter phage AM24,3,85,11,8,6,1,73,22,10,2,68,31,3,30,4,1,20,3,29,26,9,80
Acinetobacter phage Abp53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Acinetobacter phage IME-AB2,0,8,5,1,0,0,1,3,0,0,13,10,0,2,0,0,2,0,8,4,2,9
Acinetobacter phage LZ35,4,10,10,0,2,4,6,18,5,1,9,12,1,3,0,2,6,0,5,8,3,17
Acinetobacter phage WCHABP12,3,16,14,4,1,0,11,4,1,1,14,8,0,12,2,1,5,3,4,5,9,24
Acinetobacter phage YMC13/03/R2096,1,48,18,1,2,20,16,25,4,0,47,29,3,16,6,4,14,0,12,25,9,121
Acinetobacter phage phiAC-1,21,48,71,17,5,1,33,39,8,1,111,28,2,46,6,12,22,2,19,28,29,124
Acinetobacter phage vB_AbaM_Acibel004,7,50,29,12,9,5,59,68,10,6,69,54,6,64,8,12,38,7,77,19,35,83
Acinetobacter phage vB_AbaM_phiAbaA1,5,90,62,17,4,2,52,60,17,6,76,56,5,46,23,14,39,4,69,10,45,143
Aeromonas phage PAS-1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas phage pAh6-C,2,49,4,1,5,2,0,4,13,0,29,3,3,5,0,3,5,2,9,2,2,76
Aeromonas phage vB_AsaM-56,43,187,48,72,19,8,22,74,56,35,212,312,55,249,554,40,113,3,138,50,32,351
Aggregatibacter phage S1249,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Agrobacterium phage 7-7-1,0,9,1,0,0,108,1,2,34,0,9,0,0,1,0,0,1,1,2,6,1,4
Arthrobacter phage BarretLemon,0,7,3,0,1,1,2,0,7,2,5,3,1,3,0,1,4,3,1,12,1,1
Arthrobacter phage Chubster,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Arthrobacter phage TaeYoung,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacillus phage 0305phi8-36,0,7,11,2,1,0,1,2,1,0,14,0,1,2,0,6,0,25,1,7,0,1
Bacillus phage AR9,15,6,1,3,6,0,1,1,13,4,25,2,3,2,0,6,6,6,7,8,1,9
Bacillus phage BCD7,1,1,1,1,1,1,2,2,4,2,7,1,3,1,1,0,384,2,2,3,3,4
Bacillus phage BM10,0,2,0,0,13,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Bacillus phage BM5,0,0,1,0,0,1,0,0,1,1,3,1,0,0,0,0,3,0,2,5,0,1
Bacillus phage BPS10C,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
Bacillus phage Belinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bacillus phage DIGNKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacillus phage Eldridge,0,6,2,0,1,24,0,0,14,0,6,1,0,0,0,1,1,5,0,3,0,4
Bacillus phage Evoli,0,1,2,1,0,1,2,2,5,0,1,0,0,2,0,0,0,0,0,2,3,3
Bacillus phage Hoody T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus phage Mater,3,5,1,0,1,1,2,3,5,0,5,3,0,2,1,4,2,1,0,1,9,2
Bacillus phage Moonbeam,2,3,0,4,1,3,2,3,5,2,13,4,1,4,0,1,5,2,4,5,3,9
Bacillus phage NotTheCreek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacillus phage Phrodo,0,4,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,5,1,0,0
Bacillus phage QCM8,1,0,0,10,1,1,1,11,6,2,6,0,1,1,1,2,0,1,0,1,0,20
Bacillus phage SIOphi,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2
Bacillus phage SP-10,1,5,3,5,1,1,0,0,6,0,3,0,3,0,0,0,2,2,0,2,1,3
Bacillus phage SP-15,0,0,2,1,1,4,0,1,5,0,8,0,2,0,1,0,0,3,1,6,0,5
Bacillus phage SalinJah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus phage Shbh1,2,1,3,0,1,2,1,1,0,1,7,5,1,0,0,4,0,3,3,2,1,6
Bacillus phage beta22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus phage vB_BpuM-BpSp,0,2,0,2,1,1,0,0,9,0,7,0,0,2,0,1,3,6,3,2,0,7
Bacillus virus G,16,25,5,12,12,14,2,2,81,3,42,9,18,12,4,20,14,132,18,13,3,19
Bdellovibrio phage phi1402,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,3,0,1
Bdellovibrio phage phi1422,0,2,1,1,0,20,0,4,27,0,8,1,0,4,0,1,3,6,0,5,1,5
Brevibacillus phage Emery,0,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,6,0,0,0,0
Brochothrix phage A9,0,1,0,5,4,1,3,1,1,1,2,0,1,1,0,1,0,0,3,1,3,0
Burkholderia phage BcepB1A,5,4,2,7,4,132,4,0,15,7,11,5,1,0,2,0,0,1,1,8,1,3
Burkholderia phage ST79,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkholderia phage vB_BceM_AP3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulobacter phage Cr30,2,42,9,9,47,13,0,13,39,2,46,16,6,27,5,8,21,4,5,52,11,24
Cellulophaga phage phiSM,1,7,1,2,0,3,2,3,10,0,4,0,0,2,4,1,1,0,0,8,1,9
Clostridium phage Clo-PEP-1,0,4,2,1,2,3,0,1,2,1,1,1,1,0,0,0,1,2,0,3,0,1
Clostridium phage c-st,0,0,1,2,1,0,0,0,1,1,2,9,2,1,0,0,3,5,1,1,0,1
Cronobacter phage CR5,3,11,25,3,2,1,25,25,0,1,3,10,2,1,2,3,12,2,6,21,1,2
Cronobacter phage ENT47670,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cronobacter phage Pet-CM3-4,0,0,0,0,3,0,1,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0
Cronobacter phage S13,13,26,52,10,19,20,1,11,39,3,37,22,8,15,17,3,20,18,29,16,8,30
Cronobacter phage vB_CsaM_GAP32,15,50,38,14,46,13,14,19,22,5,48,12,3,2,59,7,18,21,14,58,1,29
Cronobacter phage vB_CsaM_leB,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,1
Cyanophage P-RSM1,0,4,1,0,33,2,1,1,2,0,1,0,1,0,0,0,0,1,0,20,0,0
Cyanophage P-RSM6,1,19,0,1,71,9,4,13,13,0,10,1,0,0,0,1,2,0,5,54,0,2
Cyanophage P-TIM40,9,31,1,8,137,14,1,0,17,1,30,2,1,4,1,4,4,2,2,49,3,5
Cyanophage S-BMM10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-BMM12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-BnM1,0,1,3,0,0,6,0,0,0,0,1,0,0,0,2,0,4,0,0,2,0,0
Cyanophage S-LIM3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-LIM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cyanophage S-RIM121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-RIM12,2,7,0,6,9,2,0,3,0,0,0,3,0,4,0,3,1,2,0,28,0,4
Cyanophage S-RIM138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cyanophage S-RIM14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
Cyanophage S-RIM151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cyanophage S-RIM160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cyanophage S-RIM16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-RIM173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cyanophage S-RIM179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,7,0,1,0,0,0
Cyanophage S-RIM17,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
Cyanophage S-RIM32,0,29,1,2,42,3,1,0,6,1,7,0,0,0,0,1,2,2,0,10,0,1
Cyanophage S-RIM50,0,17,0,0,9,9,0,1,26,0,2,0,0,0,0,0,0,2,0,8,3,1
Cyanophage S-RIM69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-RIM70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-RIM89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-RIM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanophage S-TIM5,0,7,0,7,137,2,1,2,9,1,6,4,0,0,0,3,0,3,0,56,1,1
Deftia phage phiW-14,20,11,6,3,29,8,2,9,14,1,12,2,2,1,1,2,3,0,16,23,4,7
Edwardsiella phage GF-2,0,1,0,2,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0
Edwardsiella phage PEi20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Edwardsiella phage PEi26,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
Enterobacter phage Arya,18,13,140,1,9,4,3,3,8,2,11,12,2,1,3,1,6,8,4,12,2,8
Enterobacteria phage ECGD1,0,3,1,0,0,0,2,0,0,0,1,4,1,2,0,1,4,0,1,1,0,0
Enterobacteria phage SfI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Enterobacteria phage SfV,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteria phage phi92,0,0,1,0,1,1,1,3,1,0,4,9,0,0,0,0,0,0,4,3,0,1
Enterobacteria phage phiEcoM-GJ1,9,30,10,7,9,2,10,25,2,5,13,19,5,16,14,8,10,4,39,17,5,16
Enterobacteria phage vB_KleM-RaK2,5,11,1,2,6,13,2,7,9,2,20,4,1,4,3,2,1,5,13,19,0,3
Enterococcus phage ECP3,7,2,0,0,1,0,0,2,1,0,5,12,0,37,0,1,1,0,0,21,0,5
Enterococcus phage EFDG1,0,3,3,3,3,13,1,3,6,3,12,2,4,4,8,0,4,4,3,10,2,3
Enterococcus phage EFLK1,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
Enterococcus phage phiEF24C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Erwinia phage ENT90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia phage Yoloswag,52,68,106,29,9,5,207,70,26,5,30,117,32,78,18,33,92,24,65,35,97,38
Erwinia phage phiEa2809,3,3,4,5,0,3,3,4,12,1,11,2,0,3,4,7,3,5,2,21,3,2
Erwinia phage phiEt88,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0
Erwinia phage vB_EamM-Y2,16,10,58,2,10,0,7,9,5,2,28,3,2,9,2,6,4,3,25,8,3,11
Erwinia phage vB_EamM_Asesino,7,9,6,8,0,0,34,20,2,2,5,6,8,1,4,4,12,1,5,7,5,0
Erwinia phage vB_EamM_ChrisDB,17,18,11,6,4,0,10,17,4,3,10,41,4,4,4,13,15,3,33,2,5,5
Erwinia phage vB_EamM_EarlPhillipIV,4,12,46,0,5,2,0,8,0,1,0,9,2,3,0,1,5,0,5,8,0,1
Erwinia phage vB_EamM_Huxley,4,12,42,10,11,2,2,5,3,2,6,8,5,9,1,5,5,0,12,10,6,1
Erwinia phage vB_EamM_Kwan,15,19,29,5,10,2,1,17,7,3,6,24,11,6,1,14,22,0,26,8,6,18
Erwinia phage vB_EamM_Phobos,8,1,4,6,2,0,4,6,0,2,3,9,9,6,1,4,10,1,11,11,3,4
Escherichia coli O157 typing phage 14,3,4,0,1,9,0,4,4,1,0,17,8,1,2,0,1,10,0,5,5,2,5
Escherichia coli O157 typing phage 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0
Escherichia phage 121Q,13,2,8,1,0,1,3,3,3,0,0,3,1,0,0,1,1,1,0,5,0,6
Escherichia phage APCEc01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia phage APCEc02,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Escherichia phage Av-05,9,16,138,8,6,4,1,15,28,1,23,22,3,33,8,6,12,8,22,12,6,16
Escherichia phage ECML-117,3,3,3,2,4,1,1,1,10,1,2,0,2,1,1,0,0,2,3,4,0,2
Escherichia phage ESCO13,0,3,2,1,0,0,0,1,0,0,1,7,0,2,0,0,0,0,3,2,1,0
Escherichia phage ESCO5,0,6,3,0,1,0,3,5,0,0,3,4,0,2,1,0,0,0,1,3,1,0
Escherichia phage HY01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Escherichia phage HY03,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0
Escherichia phage Murica,2,0,0,3,0,0,2,2,0,0,7,5,0,0,0,0,1,0,0,2,0,1
Escherichia phage PBECO 4,0,2,3,1,0,0,0,0,7,0,4,0,0,1,0,1,0,1,0,1,2,0
Escherichia phage PE37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Escherichia phage UFV-AREG1,0,0,2,0,0,0,0,0,0,0,1,11,0,0,2,0,4,0,0,0,1,1
Escherichia phage phAPEC8,0,1,4,0,0,0,2,5,2,1,1,6,0,3,0,0,0,1,1,1,0,1
Escherichia phage phiC120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Escherichia phage slur16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Escherichia phage vB_EcoM_Alf5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Escherichia phage vB_EcoM_ECOO78,3,0,2,1,0,2,0,0,3,0,6,1,2,1,0,0,0,0,2,1,0,12
Flavobacterium phage FCL-2,6,4,3,8,4,5,1,0,39,0,24,1,0,3,3,3,4,1,4,12,0,24
Flavobacterium sp. phage 1/32,0,0,0,2,0,10,0,0,8,0,7,0,2,0,4,0,1,0,1,2,0,2
Halocynthia phage JM-2012,3,4,1,2,2,4,0,5,7,1,5,4,1,1,0,1,6,0,2,2,1,4
Iodobacteriophage phiPLPE,8,13,1,0,3,1,5,5,15,2,16,76,8,75,37,3,11,0,3,9,6,64
Klebsiella phage 0507-KN2-1,1,13,2,7,7,8,4,1,25,1,4,2,2,0,1,0,5,2,3,3,1,6
Klebsiella phage JD001,0,22,8,4,3,5,15,8,27,4,19,21,6,14,5,2,11,3,5,14,3,11
Klebsiella phage K64-1,0,2,0,0,2,4,0,1,0,0,3,0,0,0,2,0,0,0,1,0,0,2
Klebsiella phage KPV15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella phage vB_KpnM_KB57,1,5,4,1,2,4,1,2,11,1,6,8,0,2,0,0,2,4,1,3,0,12
Klebsiella phage vB_KpnM_KpV477,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,4,0,4,1,1
Lactobacillus phage LBR48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lactobacillus phage LfeInf,2,0,7,2,0,0,0,1,0,0,3,3,1,4,0,1,1,0,1,0,0,1
Lactobacillus phage SA-C12,0,0,4,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,1,2,2
Lactobacillus phage phi jlb1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,1
Lactobacillus phage phiAQ113,1,1,0,1,0,10,3,0,0,0,6,0,0,0,0,3,1,1,0,0,0,0
Lactobacillus virus LP65,1,1,7,0,0,6,0,0,5,0,1,0,1,3,0,0,3,2,0,1,0,3
