ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Microbulbifer yueqingensis,69.0,157.0,82.0,41.0,444.0,215.0,26.0,47.0,131.0,35.0,109.0,29.0,31.0,47.0,67.0,70.0,55.0,357.0,45.0,377.0,44.0,139.0
uncultured Microbulbifer sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gammaproteobacteria bacterium MOLA455,20.0,118.0,21.0,23.0,1686.0,146.0,4.0,15.0,88.0,27.0,204.0,12.0,18.0,14.0,31.0,26.0,33.0,161.0,14.0,846.0,4.0,58.0
SAR92 bacterium BACL16 MAG-120322-bin99,3.0,2.0,2.0,3.0,122.0,13.0,2.0,3.0,13.0,2.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,13.0,2.0,41.0,4.0,2.0
SAR92 bacterium BACL16 MAG-120619-bin48,4.0,51.0,14.0,18.0,675.0,82.0,14.0,14.0,41.0,20.0,37.0,4.0,10.0,11.0,9.0,9.0,15.0,88.0,3.0,265.0,8.0,23.0
SAR92 bacterium BACL26 MAG-121220-bin70,23.0,53.0,14.0,18.0,1579.0,110.0,21.0,22.0,103.0,21.0,72.0,3.0,9.0,8.0,18.0,30.0,20.0,171.0,5.0,407.0,10.0,41.0
gamma proteobacterium HTCC2207,38.0,94.0,28.0,36.0,1405.0,135.0,9.0,22.0,83.0,22.0,100.0,18.0,23.0,20.0,35.0,40.0,19.0,181.0,33.0,759.0,21.0,59.0
Porticoccus hydrocarbonoclasticus,69.0,337.0,177.0,90.0,1713.0,452.0,49.0,55.0,381.0,90.0,417.0,63.0,61.0,54.0,88.0,86.0,75.0,845.0,59.0,981.0,33.0,160.0
Dasania marina,122.0,324.0,81.0,157.0,10847.0,438.0,48.0,108.0,325.0,142.0,252.0,51.0,65.0,63.0,121.0,115.0,71.0,729.0,67.0,963.0,59.0,195.0
gamma proteobacterium BDW918,20.0,38.0,31.0,76.0,432.0,32.0,25.0,26.0,22.0,46.0,31.0,17.0,19.0,34.0,18.0,58.0,20.0,59.0,13.0,81.0,10.0,40.0
marine gamma proteobacterium HTCC2143,81.0,272.0,131.0,167.0,5086.0,528.0,100.0,73.0,348.0,137.0,206.0,60.0,76.0,91.0,81.0,157.0,107.0,681.0,87.0,1184.0,39.0,151.0
Oceanicoccus sagamiensis,97.0,296.0,94.0,148.0,9722.0,407.0,44.0,65.0,336.0,111.0,229.0,54.0,72.0,64.0,99.0,92.0,85.0,770.0,58.0,1211.0,33.0,169.0
Sinobacterium caligoides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Sinobacterium norvegicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Spongiibacter marinus,84.0,155.0,70.0,66.0,1673.0,252.0,26.0,38.0,173.0,62.0,126.0,32.0,38.0,35.0,79.0,78.0,78.0,529.0,54.0,551.0,38.0,139.0
Spongiibacter sp. IMCC21906,100.0,315.0,86.0,136.0,1674.0,404.0,41.0,57.0,269.0,63.0,247.0,53.0,72.0,50.0,115.0,95.0,86.0,1303.0,67.0,890.0,26.0,172.0
Spongiibacter tropicus,89.0,263.0,124.0,103.0,1683.0,284.0,58.0,112.0,248.0,74.0,175.0,71.0,51.0,55.0,85.0,107.0,79.0,686.0,76.0,717.0,40.0,167.0
Zhongshania aliphaticivorans,19.0,22.0,5.0,20.0,71.0,42.0,11.0,12.0,29.0,6.0,27.0,15.0,4.0,17.0,15.0,10.0,4.0,54.0,12.0,39.0,4.0,26.0
Allochromatium vinosum,296.0,306.0,137.0,272.0,420.0,402.0,164.0,145.0,203.0,309.0,200.0,221.0,567.0,122.0,294.0,344.0,261.0,532.0,154.0,722.0,120.0,176.0
Allochromatium warmingii,258.0,224.0,86.0,118.0,241.0,248.0,144.0,92.0,144.0,173.0,112.0,172.0,1055.0,86.0,172.0,181.0,183.0,493.0,98.0,389.0,163.0,148.0
uncultured Allochromatium sp.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arsukibacterium ikkense,651.0,1265.0,846.0,1871.0,666.0,1658.0,50.0,1166.0,1284.0,554.0,423.0,235.0,361.0,632.0,668.0,1858.0,189.0,1565.0,300.0,952.0,163.0,2532.0
Arsukibacterium sp. MJ3,834.0,1128.0,748.0,1738.0,680.0,1068.0,41.0,1130.0,922.0,488.0,326.0,284.0,446.0,707.0,754.0,1849.0,201.0,1034.0,338.0,856.0,156.0,1995.0
Candidatus Nitrosoglobus terrae,878.0,328.0,402.0,620.0,732.0,167.0,205.0,533.0,150.0,721.0,242.0,258.0,555.0,547.0,721.0,760.0,1275.0,411.0,891.0,352.0,201.0,384.0
Candidatus Tenderia electrophaga,189.0,205.0,99.0,133.0,591.0,440.0,55.0,85.0,373.0,113.0,190.0,83.0,132.0,49.0,154.0,152.0,247.0,615.0,127.0,409.0,49.0,162.0
Halochromatium salexigens,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lamprocystis purpurea,429.0,402.0,163.0,225.0,278.0,467.0,141.0,155.0,404.0,184.0,293.0,343.0,333.0,118.0,431.0,243.0,430.0,730.0,224.0,522.0,145.0,239.0
Marichromatium gracile,60.0,43.0,22.0,26.0,61.0,87.0,57.0,28.0,76.0,27.0,64.0,52.0,57.0,18.0,66.0,16.0,54.0,168.0,40.0,113.0,44.0,58.0
Marichromatium purpuratum,62.0,45.0,29.0,35.0,85.0,83.0,19.0,40.0,60.0,30.0,35.0,41.0,35.0,32.0,42.0,35.0,40.0,94.0,26.0,135.0,51.0,34.0
Chromatiaceae bacterium 2141T.STBD.0c.01a,194.0,183.0,117.0,137.0,555.0,407.0,59.0,89.0,238.0,160.0,213.0,112.0,119.0,67.0,219.0,156.0,181.0,626.0,121.0,1173.0,76.0,166.0
uncultured Chromatiaceae bacterium,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nitrosococcus halophilus,135.0,141.0,79.0,81.0,261.0,309.0,84.0,72.0,250.0,83.0,140.0,82.0,82.0,80.0,130.0,96.0,141.0,540.0,85.0,225.0,92.0,118.0
Nitrosococcus oceani,122.0,108.0,98.0,94.0,149.0,246.0,98.0,64.0,182.0,79.0,122.0,94.0,59.0,62.0,109.0,112.0,131.0,368.0,81.0,161.0,73.0,104.0
Nitrosococcus watsonii,41.0,44.0,44.0,43.0,123.0,109.0,22.0,22.0,76.0,39.0,44.0,20.0,27.0,27.0,25.0,57.0,39.0,231.0,24.0,115.0,20.0,55.0
uncultured Nitrosococcus sp.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Rheinheimera aquimaris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rheinheimera arenilitoris,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Rheinheimera baltica,1422.0,2425.0,1947.0,3544.0,929.0,7843.0,133.0,1973.0,4990.0,1028.0,974.0,507.0,604.0,1101.0,1343.0,2943.0,525.0,6207.0,560.0,2680.0,258.0,4647.0
Rheinheimera chironomi,0.0,3.0,3.0,10.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,8.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,9.0
Rheinheimera longhuensis,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Rheinheimera mesophila,28962.0,37118.0,32624.0,30858.0,4733.0,2120.0,921.0,44049.0,4992.0,8313.0,9373.0,4655.0,14858.0,37975.0,16244.0,42503.0,6359.0,13353.0,9168.0,17486.0,3984.0,65379.0
Rheinheimera nanhaiensis,1355.0,2702.0,3169.0,3592.0,1769.0,10034.0,252.0,2056.0,4363.0,1127.0,1130.0,467.0,499.0,1191.0,1120.0,3188.0,258.0,7682.0,383.0,4719.0,239.0,5577.0
Rheinheimera pacifica,1582.0,2464.0,2399.0,4491.0,1173.0,3243.0,50.0,2072.0,1802.0,1549.0,1124.0,242.0,733.0,1542.0,1299.0,3046.0,293.0,4161.0,452.0,2310.0,203.0,6215.0
Rheinheimera perlucida,753.0,1144.0,897.0,1742.0,706.0,2238.0,107.0,1175.0,1515.0,505.0,417.0,282.0,366.0,681.0,744.0,1653.0,239.0,1375.0,280.0,947.0,163.0,2284.0
Rheinheimera salexigens,627.0,938.0,688.0,1731.0,833.0,1087.0,41.0,991.0,638.0,504.0,332.0,165.0,276.0,585.0,481.0,1398.0,173.0,1233.0,253.0,816.0,139.0,1885.0
Rheinheimera sp. A13L,41139.0,46747.0,39363.0,51972.0,5189.0,6191.0,965.0,55529.0,11480.0,13314.0,11073.0,4853.0,24091.0,60813.0,22011.0,46243.0,9197.0,23356.0,13628.0,19592.0,5992.0,88840.0
Rheinheimera sp. CANegra,0.0,2.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,10.0
Rheinheimera sp. Chandigarh,3.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Rheinheimera sp. EpRS3,1855.0,2980.0,3564.0,6582.0,1721.0,3667.0,64.0,2524.0,2196.0,2554.0,1545.0,190.0,820.0,1856.0,1699.0,3862.0,242.0,5600.0,412.0,3186.0,185.0,9153.0
Rheinheimera sp. F8,3443.0,9350.0,3631.0,5967.0,1154.0,2426.0,145.0,7582.0,2185.0,1130.0,1797.0,2647.0,1272.0,3196.0,7423.0,10622.0,1126.0,5604.0,1218.0,4834.0,1324.0,15447.0
Rheinheimera sp. J4,6.0,20.0,20.0,19.0,5.0,1.0,0.0,8.0,3.0,2.0,2.0,0.0,3.0,17.0,6.0,13.0,3.0,6.0,4.0,5.0,1.0,40.0
Rheinheimera sp. K18,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0
Rheinheimera sp. KL1,91286.0,93091.0,90122.0,73566.0,15357.0,3477.0,3472.0,106562.0,9521.0,21327.0,31660.0,14061.0,37358.0,90504.0,50662.0,122419.0,16486.0,24711.0,29580.0,53106.0,10242.0,172661.0
Rheinheimera sp. SA_1,13475.0,40067.0,15033.0,43248.0,4666.0,36307.0,391.0,42482.0,25008.0,6040.0,7630.0,9398.0,4822.0,16918.0,28674.0,53987.0,3584.0,30726.0,5235.0,15887.0,5231.0,84053.0
Rheinheimera texasensis,6846.0,20627.0,6028.0,9784.0,1677.0,4155.0,367.0,14134.0,3151.0,1959.0,3630.0,9227.0,1729.0,4565.0,16251.0,18580.0,3207.0,17510.0,1802.0,12886.0,3083.0,32223.0
Rheinheimera tuosuensis,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Thermochromatium tepidum,3.0,2.0,3.0,2.0,19.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,11.0,2.0,0.0,25.0,0.0,2.0
Thiocapsa imhoffii,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiocapsa marina,151.0,288.0,88.0,144.0,150.0,283.0,98.0,66.0,206.0,104.0,160.0,125.0,215.0,49.0,177.0,127.0,169.0,312.0,89.0,453.0,112.0,106.0
Thiocapsa pendens,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiocapsa roseopersicina,129.0,288.0,93.0,127.0,135.0,272.0,66.0,47.0,197.0,104.0,164.0,117.0,259.0,72.0,168.0,114.0,127.0,298.0,96.0,415.0,62.0,120.0
Thiocapsa sp. KS1,203.0,391.0,175.0,172.0,190.0,223.0,88.0,85.0,189.0,113.0,151.0,196.0,310.0,108.0,190.0,129.0,154.0,343.0,120.0,513.0,176.0,180.0
uncultured Thiocapsa sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Thiocystis violacea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Thiocystis violascens,328.0,315.0,174.0,180.0,498.0,454.0,206.0,143.0,316.0,235.0,232.0,301.0,991.0,137.0,373.0,235.0,339.0,725.0,236.0,633.0,205.0,237.0
Candidatus Thiodictyon syntrophicum,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0
Thiodictyon sp. f4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thioflavicoccus mobilis,132.0,161.0,86.0,99.0,192.0,289.0,102.0,62.0,210.0,79.0,112.0,75.0,105.0,46.0,117.0,95.0,113.0,353.0,80.0,299.0,34.0,98.0
Thiohalocapsa sp. ML1,236.0,236.0,102.0,107.0,246.0,479.0,99.0,91.0,351.0,144.0,226.0,192.0,163.0,103.0,186.0,125.0,189.0,637.0,116.0,792.0,136.0,218.0
uncultured Thiohalocapsa sp. PB-PSB1,121.0,205.0,94.0,107.0,241.0,452.0,42.0,79.0,369.0,87.0,191.0,86.0,81.0,50.0,123.0,104.0,112.0,415.0,51.0,836.0,29.0,127.0
Thiolamprovum pedioforme,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiorhodococcus drewsii,220.0,225.0,116.0,169.0,372.0,285.0,142.0,122.0,179.0,142.0,190.0,201.0,362.0,81.0,342.0,179.0,228.0,514.0,176.0,471.0,110.0,170.0
Thiorhodococcus modestalkaliphilus,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiorhodococcus sp. AK35,184.0,208.0,82.0,84.0,285.0,241.0,69.0,84.0,191.0,90.0,126.0,136.0,325.0,71.0,187.0,115.0,164.0,377.0,100.0,388.0,82.0,138.0
Thiorhodovibrio sp. 970,383.0,232.0,157.0,182.0,367.0,430.0,176.0,139.0,259.0,179.0,244.0,307.0,286.0,148.0,234.0,197.0,279.0,671.0,203.0,626.0,197.0,178.0
Acidihalobacter ferrooxidans,129.0,104.0,83.0,55.0,245.0,209.0,75.0,69.0,162.0,55.0,158.0,82.0,86.0,48.0,114.0,89.0,135.0,294.0,46.0,222.0,36.0,97.0
Acidihalobacter prosperus,399.0,358.0,256.0,249.0,456.0,568.0,218.0,218.0,419.0,228.0,367.0,324.0,245.0,185.0,384.0,256.0,330.0,899.0,216.0,550.0,204.0,320.0
Alkalilimnicola ehrlichii,93.0,111.0,80.0,74.0,202.0,248.0,45.0,55.0,195.0,57.0,156.0,63.0,68.0,24.0,95.0,74.0,89.0,353.0,46.0,218.0,29.0,129.0
uncultured Alkalilimnicola sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aquisalimonas asiatica,115.0,125.0,71.0,95.0,265.0,313.0,49.0,50.0,204.0,64.0,164.0,29.0,54.0,35.0,104.0,66.0,94.0,435.0,54.0,330.0,35.0,141.0
Arhodomonas aquaeolei,108.0,132.0,59.0,66.0,195.0,272.0,80.0,76.0,205.0,64.0,154.0,53.0,74.0,51.0,95.0,70.0,109.0,406.0,44.0,262.0,52.0,132.0
Arhodomonas sp. Seminole,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
Ectothiorhodosinus mongolicus,82.0,100.0,41.0,44.0,256.0,266.0,36.0,31.0,130.0,43.0,144.0,26.0,48.0,27.0,56.0,55.0,60.0,242.0,37.0,212.0,19.0,101.0
Ectothiorhodospira haloalkaliphila,10.0,6.0,9.0,3.0,7.0,14.0,7.0,10.0,6.0,19.0,5.0,7.0,10.0,6.0,5.0,10.0,7.0,13.0,5.0,7.0,1.0,10.0
Ectothiorhodospira magna,135.0,88.0,64.0,59.0,85.0,128.0,89.0,93.0,87.0,56.0,81.0,155.0,71.0,56.0,90.0,94.0,95.0,258.0,63.0,157.0,101.0,79.0
Ectothiorhodospira marina,64.0,70.0,52.0,52.0,131.0,123.0,46.0,45.0,62.0,46.0,88.0,35.0,39.0,47.0,49.0,45.0,38.0,163.0,47.0,112.0,26.0,71.0
Ectothiorhodospira mobilis,91.0,80.0,59.0,79.0,156.0,159.0,38.0,55.0,113.0,55.0,103.0,57.0,63.0,32.0,101.0,61.0,87.0,266.0,57.0,185.0,41.0,89.0
Ectothiorhodospira shaposhnikovii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ectothiorhodospira sp. BSL-9,53.0,63.0,37.0,33.0,74.0,79.0,51.0,29.0,57.0,26.0,69.0,90.0,44.0,44.0,52.0,41.0,61.0,135.0,44.0,119.0,44.0,58.0
Ectothiorhodospira sp. PHS-1,149.0,114.0,76.0,63.0,127.0,157.0,138.0,123.0,100.0,77.0,88.0,249.0,78.0,80.0,104.0,89.0,105.0,560.0,62.0,194.0,79.0,119.0
Halofilum ochraceum,80.0,116.0,53.0,42.0,207.0,321.0,36.0,41.0,216.0,47.0,132.0,34.0,38.0,32.0,72.0,48.0,49.0,538.0,62.0,284.0,26.0,104.0
Halorhodospira halochloris,66.0,72.0,29.0,57.0,117.0,139.0,34.0,47.0,107.0,64.0,65.0,27.0,52.0,48.0,52.0,68.0,97.0,220.0,46.0,125.0,21.0,57.0
Halorhodospira halophila,67.0,68.0,30.0,48.0,94.0,169.0,27.0,17.0,112.0,27.0,71.0,33.0,47.0,20.0,57.0,28.0,48.0,220.0,26.0,117.0,20.0,42.0
uncultured Halorhodospira sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nitrococcus mobilis,184.0,137.0,94.0,99.0,149.0,343.0,72.0,100.0,271.0,77.0,136.0,112.0,88.0,80.0,195.0,100.0,119.0,499.0,111.0,242.0,124.0,110.0
Oceanococcus atlanticus,99.0,148.0,68.0,79.0,307.0,337.0,56.0,81.0,209.0,65.0,204.0,47.0,66.0,43.0,120.0,61.0,77.0,689.0,48.0,303.0,52.0,137.0
Spiribacter curvatus,23.0,45.0,17.0,13.0,140.0,120.0,9.0,28.0,61.0,19.0,58.0,28.0,16.0,15.0,22.0,21.0,25.0,173.0,14.0,116.0,25.0,36.0
Spiribacter salinus,62.0,48.0,19.0,24.0,133.0,125.0,8.0,20.0,81.0,20.0,63.0,15.0,30.0,14.0,37.0,28.0,22.0,155.0,11.0,97.0,10.0,38.0
Thioalkalivibrio denitrificans,118.0,121.0,86.0,70.0,153.0,230.0,37.0,58.0,170.0,36.0,117.0,48.0,76.0,46.0,128.0,70.0,84.0,416.0,34.0,205.0,27.0,92.0
Thioalkalivibrio halophilus,2.0,0.0,2.0,7.0,11.0,7.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,1.0,4.0,1.0,2.0,5.0,0.0,11.0,3.0,1.0
Thioalkalivibrio nitratireducens,55.0,85.0,48.0,56.0,85.0,220.0,32.0,32.0,121.0,43.0,91.0,89.0,32.0,35.0,59.0,64.0,73.0,243.0,43.0,115.0,54.0,76.0
Thioalkalivibrio paradoxus,63.0,61.0,51.0,68.0,106.0,154.0,37.0,44.0,121.0,49.0,67.0,55.0,52.0,39.0,55.0,60.0,72.0,223.0,32.0,127.0,39.0,63.0
Thioalkalivibrio sp. AKL10,1.0,1.0,12.0,2.0,2.0,7.0,4.0,3.0,7.0,1.0,1.0,2.0,6.0,3.0,13.0,5.0,5.0,6.0,7.0,4.0,4.0,8.0
Thioalkalivibrio sp. AKL11,17.0,12.0,13.0,8.0,30.0,32.0,6.0,8.0,18.0,7.0,23.0,7.0,8.0,2.0,17.0,10.0,4.0,39.0,7.0,27.0,2.0,18.0
Thioalkalivibrio sp. AKL12,2.0,10.0,1.0,5.0,20.0,8.0,2.0,5.0,2.0,3.0,30.0,0.0,0.0,5.0,3.0,4.0,1.0,7.0,5.0,7.0,1.0,1.0
Thioalkalivibrio sp. AKL17,5.0,13.0,8.0,6.0,6.0,2.0,0.0,1.0,13.0,4.0,9.0,2.0,1.0,1.0,3.0,3.0,1.0,13.0,4.0,6.0,1.0,5.0
Thioalkalivibrio sp. AKL19,10.0,9.0,17.0,6.0,11.0,22.0,4.0,3.0,17.0,5.0,9.0,4.0,11.0,3.0,17.0,2.0,4.0,26.0,7.0,11.0,3.0,8.0
Thioalkalivibrio sp. AKL6,7.0,2.0,3.0,0.0,1.0,3.0,6.0,6.0,1.0,0.0,7.0,7.0,3.0,7.0,5.0,2.0,3.0,7.0,4.0,1.0,2.0,2.0
Thioalkalivibrio sp. AKL7,21.0,11.0,26.0,19.0,3.0,19.0,11.0,9.0,1.0,11.0,10.0,21.0,3.0,22.0,13.0,13.0,10.0,9.0,19.0,19.0,4.0,15.0
Thioalkalivibrio sp. AKL8,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0
Thioalkalivibrio sp. ALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thioalkalivibrio sp. ALE10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Thioalkalivibrio sp. ALE11,23.0,22.0,11.0,17.0,4.0,19.0,5.0,14.0,13.0,15.0,9.0,7.0,15.0,4.0,25.0,21.0,12.0,21.0,10.0,18.0,5.0,12.0
Thioalkalivibrio sp. ALE12,2.0,19.0,6.0,3.0,0.0,6.0,5.0,8.0,16.0,2.0,8.0,11.0,6.0,2.0,3.0,3.0,4.0,14.0,5.0,5.0,7.0,14.0
Thioalkalivibrio sp. ALE14,3.0,2.0,1.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,8.0,4.0,6.0,5.0,1.0,3.0,2.0,0.0
Thioalkalivibrio sp. ALE16,14.0,9.0,1.0,11.0,2.0,9.0,5.0,12.0,15.0,2.0,6.0,9.0,5.0,9.0,6.0,10.0,14.0,15.0,7.0,15.0,14.0,11.0
Thioalkalivibrio sp. ALE17,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0
Thioalkalivibrio sp. ALE18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thioalkalivibrio sp. ALE19,8.0,10.0,9.0,8.0,3.0,8.0,0.0,9.0,21.0,6.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,13.0,5.0,9.0,2.0,4.0
Thioalkalivibrio sp. ALE20,3.0,4.0,0.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0
Thioalkalivibrio sp. ALE23,16.0,6.0,4.0,6.0,4.0,15.0,4.0,6.0,6.0,11.0,12.0,1.0,6.0,4.0,12.0,4.0,3.0,9.0,8.0,6.0,0.0,2.0
Thioalkalivibrio sp. ALE28,9.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,6.0,0.0,6.0,2.0,3.0
Thioalkalivibrio sp. ALE30,1.0,4.0,0.0,0.0,0.0,9.0,0.0,2.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0
Thioalkalivibrio sp. ALE31,5.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,3.0,5.0
Thioalkalivibrio sp. ALE6,0.0,2.0,3.0,0.0,1.0,5.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0
Thioalkalivibrio sp. ALE9,18.0,3.0,2.0,5.0,10.0,2.0,0.0,1.0,6.0,6.0,3.0,3.0,9.0,2.0,3.0,3.0,4.0,4.0,3.0,8.0,2.0,2.0
Thioalkalivibrio sp. ALJ15,1.0,3.0,0.0,2.0,2.0,4.0,1.0,2.0,13.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,7.0,4.0,1.0,2.0,0.0
Thioalkalivibrio sp. ALJ16,36.0,17.0,12.0,10.0,8.0,24.0,22.0,12.0,24.0,11.0,43.0,24.0,14.0,11.0,32.0,22.0,14.0,48.0,15.0,30.0,25.0,29.0
Thioalkalivibrio sp. ALJ1,8.0,10.0,3.0,4.0,6.0,11.0,3.0,6.0,5.0,4.0,8.0,0.0,3.0,2.0,5.0,1.0,1.0,10.0,1.0,4.0,5.0,4.0
Thioalkalivibrio sp. ALJ24,19.0,21.0,15.0,17.0,27.0,34.0,6.0,12.0,26.0,11.0,20.0,22.0,7.0,7.0,25.0,18.0,18.0,46.0,23.0,47.0,5.0,14.0
Thioalkalivibrio sp. ALJ2,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,4.0,0.0,4.0
